/home/fonwin/f9utws/logs/20190826/omstws.log.TwsNew.x3.txt
Count=100|Abandoned=0|Rejected=0|Sending=100|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
333528|20190826033200.911190|20190826033200.911207|20190826033200.911214|17|7|7|8|8
333530|20190826033200.911194|20190826033200.911209|20190826033200.911217|15|8|4|2|3
333532|20190826033200.911200|20190826033200.911217|20190826033200.911225|17|8|6|8|8
333534|20190826033200.911203|20190826033200.911219|20190826033200.911228|16|9|3|2|3
333536|20190826033200.911209|20190826033200.911228|20190826033200.911237|19|9|6|9|9
333538|20190826033200.911213|20190826033200.911230|20190826033200.911240|17|10|4|2|3
333540|20190826033200.911220|20190826033200.911239|20190826033200.911243|19|4|7|9|3
333542|20190826033200.911224|20190826033200.911240|20190826033200.911245|16|5|4|1|2
333544|20190826033200.911231|20190826033200.911245|20190826033200.911251|14|6|7|5|6
333546|20190826033200.911235|20190826033200.911246|20190826033200.911253|11|7|4|1|2
333548|20190826033200.911242|20190826033200.911249|20190826033200.911256|7|7|7|3|3
333550|20190826033200.911248|20190826033200.911262|20190826033200.911271|14|9|6|13|15
333552|20190826033200.911254|20190826033200.911268|20190826033200.911274|14|6|6|6|3
333554|20190826033200.911257|20190826033200.911269|20190826033200.911277|12|8|3|1|3
333556|20190826033200.911265|20190826033200.911271|20190826033200.911280|6|9|8|2|3
333558|20190826033200.911271|20190826033200.911282|20190826033200.911291|11|9|6|11|11
333560|20190826033200.911276|20190826033200.911289|20190826033200.911294|13|5|5|7|3
333562|20190826033200.911280|20190826033200.911290|20190826033200.911297|10|7|4|1|3
333564|20190826033200.911285|20190826033200.911293|20190826033200.911300|8|7|5|3|3
333566|20190826033200.911291|20190826033200.911297|20190826033200.911302|6|5|6|4|2
333568|20190826033200.911295|20190826033200.911303|20190826033200.911310|8|7|4|6|8
Spend(us)|594|493|384
Avg(us)|5.94|4.93|3.84
T1-T0|50%=16|75%=28|90%=67|99%=110|99.9%=110|99.99%=110|Worst=106|109|110|
T2-T1|50%=24|75%=111|90%=126|99%=135|99.9%=135|99.99%=135|Worst=133|134|135|
T0-|50%=5|75%=6|90%=8|99%=24|99.9%=24|99.99%=24|Worst=21|22|24|
T1-|50%=3|75%=7|90%=13|99%=22|99.9%=22|99.99%=22|Worst=20|21|22|
T2-|50%=3|75%=3|90%=8|99%=19|99.9%=19|99.99%=19|Worst=16|18|19|
