/home/fonwin/f9utws/logs/20190826/omstws.log.TwsNew.g5.txt
Count=10000|Abandoned=0|Rejected=0|Sending=10000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
3829|20190826031359.802594|20190826031359.802613|20190826031359.802622|19|9|11|16|17
3831|20190826031359.802600|20190826031359.802615|20190826031359.802624|15|9|6|2|2
3833|20190826031359.802608|20190826031359.802620|20190826031359.802626|12|6|8|5|2
3835|20190826031359.802619|20190826031359.802628|20190826031359.802636|9|8|11|8|10
3837|20190826031359.802625|20190826031359.802647|20190826031359.802655|22|8|6|19|19
3839|20190826031359.802637|20190826031359.802649|20190826031359.802658|12|9|12|2|3
3841|20190826031359.802647|20190826031359.802663|20190826031359.802672|16|9|10|14|14
3843|20190826031359.802659|20190826031359.802679|20190826031359.802688|20|9|12|16|16
3845|20190826031359.802672|20190826031359.802697|20190826031359.802705|25|8|13|18|17
3847|20190826031359.802682|20190826031359.802699|20190826031359.802707|17|8|10|2|2
3849|20190826031359.802689|20190826031359.802700|20190826031359.802710|11|10|7|1|3
3851|20190826031359.802697|20190826031359.802715|20190826031359.802723|18|8|8|15|13
3853|20190826031359.802710|20190826031359.802727|20190826031359.802735|17|8|13|12|12
3855|20190826031359.802720|20190826031359.802735|20190826031359.802743|15|8|10|8|8
3857|20190826031359.802729|20190826031359.802744|20190826031359.802752|15|8|9|9|9
3859|20190826031359.802736|20190826031359.802746|20190826031359.802755|10|9|7|2|3
3861|20190826031359.802745|20190826031359.802762|20190826031359.802771|17|9|9|16|16
3863|20190826031359.802757|20190826031359.802771|20190826031359.802778|14|7|12|9|7
3865|20190826031359.802767|20190826031359.802788|20190826031359.802797|21|9|10|17|19
3867|20190826031359.802774|20190826031359.802791|20190826031359.802799|17|8|7|3|2
3869|20190826031359.802782|20190826031359.802800|20190826031359.802808|18|8|8|9|9
3871|20190826031359.802790|20190826031359.802802|20190826031359.802811|12|9|8|2|3
3873|20190826031359.802798|20190826031359.802810|20190826031359.802817|12|7|8|8|6
3875|20190826031359.802805|20190826031359.802824|20190826031359.802833|19|9|7|14|16
3877|20190826031359.802813|20190826031359.802827|20190826031359.802835|14|8|8|3|2
3879|20190826031359.802818|20190826031359.802834|20190826031359.802838|16|4|5|7|3
3881|20190826031359.802825|20190826031359.802841|20190826031359.802859|16|18|7|7|21
3883|20190826031359.802833|20190826031359.802853|20190826031359.802862|20|9|8|12|3
3885|20190826031359.802857|20190826031359.802882|20190826031359.802891|25|9|24|29|29
3887|20190826031359.802875|20190826031359.802897|20190826031359.802906|22|9|18|15|15
3889|20190826031359.802885|20190826031359.802900|20190826031359.802908|15|8|10|3|2
3891|20190826031359.802894|20190826031359.802916|20190826031359.802924|22|8|9|16|16
3893|20190826031359.802907|20190826031359.802918|20190826031359.802926|11|8|13|2|2
3895|20190826031359.802915|20190826031359.802932|20190826031359.802941|17|9|8|14|15
3897|20190826031359.802927|20190826031359.802940|20190826031359.802948|13|8|12|8|7
3899|20190826031359.802938|20190826031359.802958|20190826031359.802966|20|8|11|18|18
3901|20190826031359.802951|20190826031359.802967|20190826031359.802975|16|8|13|9|9
3903|20190826031359.802956|20190826031359.802969|20190826031359.802977|13|8|5|2|2
3905|20190826031359.802968|20190826031359.802983|20190826031359.802991|15|8|12|14|14
3907|20190826031359.802977|20190826031359.802998|20190826031359.803006|21|8|9|15|15
3909|20190826031359.802993|20190826031359.803016|20190826031359.803025|23|9|16|18|19
3911|20190826031359.803007|20190826031359.803019|20190826031359.803027|12|8|14|3|2
3913|20190826031359.803017|20190826031359.803034|20190826031359.803042|17|8|10|15|15
3915|20190826031359.803028|20190826031359.803044|20190826031359.803052|16|8|11|10|10
3917|20190826031359.803039|20190826031359.803053|20190826031359.803061|14|8|11|9|9
3919|20190826031359.803047|20190826031359.803063|20190826031359.803071|16|8|8|10|10
3921|20190826031359.803059|20190826031359.803072|20190826031359.803087|13|15|12|9|16
3923|20190826031359.803066|20190826031359.803103|20190826031359.803112|37|9|7|31|25
3925|20190826031359.803089|20190826031359.803105|20190826031359.803114|16|9|23|2|2
3927|20190826031359.803097|20190826031359.803108|20190826031359.803116|11|8|8|3|2
3929|20190826031359.803108|20190826031359.803118|20190826031359.803126|10|8|11|10|10
3931|20190826031359.803115|20190826031359.803137|20190826031359.803146|22|9|7|19|20
3933|20190826031359.803122|20190826031359.803140|20190826031359.803155|18|15|7|3|9
3935|20190826031359.803131|20190826031359.803164|20190826031359.803173|33|9|9|24|18
3937|20190826031359.803140|20190826031359.803167|20190826031359.803175|27|8|9|3|2
3939|20190826031359.803161|20190826031359.803172|20190826031359.803178|11|6|21|5|3
3941|20190826031359.803171|20190826031359.803182|20190826031359.803190|11|8|10|10|12
3943|20190826031359.803178|20190826031359.803196|20190826031359.803205|18|9|7|14|15
3945|20190826031359.803185|20190826031359.803199|20190826031359.803207|14|8|7|3|2
3947|20190826031359.803194|20190826031359.803216|20190826031359.803225|22|9|9|17|18
3949|20190826031359.803207|20190826031359.803223|20190826031359.803227|16|4|13|7|2
3951|20190826031359.803215|20190826031359.803235|20190826031359.803244|20|9|8|12|17
3953|20190826031359.803227|20190826031359.803243|20190826031359.803247|16|4|12|8|3
3955|20190826031359.803234|20190826031359.803244|20190826031359.803249|10|5|7|1|2
3957|20190826031359.803245|20190826031359.803263|20190826031359.803271|18|8|11|19|22
3959|20190826031359.803255|20190826031359.803278|20190826031359.803286|23|8|10|15|15
3961|20190826031359.803266|20190826031359.803280|20190826031359.803288|14|8|11|2|2
3963|20190826031359.803275|20190826031359.803296|20190826031359.803305|21|9|9|16|17
3965|20190826031359.803288|20190826031359.803300|20190826031359.803314|12|14|13|4|9
3967|20190826031359.803295|20190826031359.803314|20190826031359.803323|19|9|7|14|9
3969|20190826031359.803306|20190826031359.803316|20190826031359.803325|10|9|11|2|2
3971|20190826031359.803313|20190826031359.803331|20190826031359.803340|18|9|7|15|15
3973|20190826031359.803326|20190826031359.803340|20190826031359.803348|14|8|13|9|8
3975|20190826031359.803336|20190826031359.803349|20190826031359.803357|13|8|10|9|9
3977|20190826031359.803343|20190826031359.803356|20190826031359.803364|13|8|7|7|7
3979|20190826031359.803354|20190826031359.803370|20190826031359.803378|16|8|11|14|14
3981|20190826031359.803359|20190826031359.803385|20190826031359.803394|26|9|5|15|16
3983|20190826031359.803368|20190826031359.803388|20190826031359.803396|20|8|9|3|2
3985|20190826031359.803373|20190826031359.803389|20190826031359.803398|16|9|5|1|2
3987|20190826031359.803383|20190826031359.803404|20190826031359.803412|21|8|10|15|14
3989|20190826031359.803395|20190826031359.803411|20190826031359.803415|16|4|12|7|3
3991|20190826031359.803402|20190826031359.803412|20190826031359.803417|10|5|7|1|2
3993|20190826031359.803414|20190826031359.803426|20190826031359.803434|12|8|12|14|17
3995|20190826031359.803423|20190826031359.803442|20190826031359.803451|19|9|9|16|17
3997|20190826031359.803438|20190826031359.803453|20190826031359.803461|15|8|15|11|10
3999|20190826031359.803449|20190826031359.803461|20190826031359.803470|12|9|11|8|9
4001|20190826031359.803455|20190826031359.803468|20190826031359.803472|13|4|6|7|2
4003|20190826031359.803467|20190826031359.803477|20190826031359.803486|10|9|12|9|14
4005|20190826031359.803474|20190826031359.803497|20190826031359.803505|23|8|7|20|19
4007|20190826031359.803481|20190826031359.803499|20190826031359.803508|18|9|7|2|3
4009|20190826031359.803491|20190826031359.803513|20190826031359.803521|22|8|10|14|13
4011|20190826031359.803500|20190826031359.803515|20190826031359.803523|15|8|9|2|2
4013|20190826031359.803509|20190826031359.803529|20190826031359.803538|20|9|9|14|15
4015|20190826031359.803521|20190826031359.803539|20190826031359.803547|18|8|12|10|9
4017|20190826031359.803528|20190826031359.803541|20190826031359.803549|13|8|7|2|2
